product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
372364156,r19vd4ym5v0jg6,32307708,372364156,1,0,N,True,0,Big Waste of Money and Dangerous,It falls off after a few minutes despite excellent cleaning of the underneath surface. DON'T put any weight on it because you'll fall over and injure yourself. Don't waste your money on it.,8/18/2015,1,1.0,19,18,-10.53
372479127,r29btkbyb7kphd,46029354,372479127,4,1,n,True,1,a baby nice to have. put on top of your changing pad cover.,"i don't use this as much as i should, but it works well, especially when i had a tinier baby. i never needed to wash my changing pad cover because i'd have 2 pads on top of it. sometimes, with liquidy poop, you never know!<br /><br />not a baby must have, but nice to have.<br /><br />the pads clean up easily in the washing machine and dry quickly.",8/22/2014,5,5.0,1,1,100.0
372875299,r3owuekddouiap,44546663,372875299,2,12,n,True,19,disappointing,"we bought this glider to replace wood rocking chair which started making wood cracking sounds.<br />we tried several gliders in the past and they were all super quiet, so we decided to upgrade to a glider.<br /><br />assembly was easy, although a bit confusing. the instruction say to tighten the screws and then a paragraph later they say that we should not tighten the screws yet until we assemble more parts.<br /><br />so it took me about 10 minutes to assemble and then we tried it for the first time.<br />when i set on it, it made a lot of wood cracking sounds (much more than our old rocking chair) and also the cushions made some squeaking sounds.<br />if your goal is to put a baby to sleep, this glider is probably not for you.<br /><br />one more thing, the glider is smaller than other gliders i tried.<br /><br />bottom line: it doesn't do the most important feature of a glider, which is to glide quietly (at least the item that i got)...",1/31/2013,4,3.0,1,1,-100.0
374754651,r2jcgbs73fpsjz,6833069,374754651,1,4,n,True,4,do not work! don't buy,"these aspirators do not work. i purchased a second one thinking the first one i bought was s did, but nope. spend your money on something else. the bulbis too hard yo decompress and when it does its way too slow to be effective. cheap junk!",12/7/2014,3,2.0,1,1,-100.0
374871959,R2O7FV3OWDLG5D,11092168,374871959,5,0,N,True,0,I bought two more!,"My son uses this as a blankie to suck his thumb.  The first one was purchased as a gift but as he grew more attached, I purchased another for daycare & another for when the first needed to be washed.  He doesn't used it to chew on but to rub on his face when he sucks his thumb.  He's been using them for about 6 months & after repeated washings, they are all holding up great!",5/9/2013,5,5.0,11,11,36.36
375673544,r1khiigotwhrvf,12183532,375673544,3,1,n,True,1,not my baby's favourite,"my baby will teeth on these every now and then, but normally she grabs them because they are something new in her sight, she will put them in her mouth and then put them back on the floor to reach for something else.  she is 7 months old now",7/12/2014,5,4.0,1,1,0.0
376052348,RYRPAHN806BZO,14582887,376052348,4,0,N,True,0,"Hard to clean, but very safe","After doing a lot of research, we chose this car seat for my son.  It has the best overall protection, so we really felt like my son was protected, although thankfully we never had to test that out.  I will say that it is hard to clean though, and after a few cases of the stomach flu we couldn't really get the smell out anymore and bought a new one.  This seems to be a common problem with most car seats though.",2/6/2015,5,5.0,1,1,100.0
376070472,r17sr152vkztdd,45664456,376070472,5,2,n,True,2,worth every penny!!,"bought this when our son was 3 months old.  wish we'd bought it the day we brought him home!  our baby was a massive spitter-upper and more than once choked on spit-up.  he also insisted on sleeping on his belly - screamed and threw a fit if he was on his back and just refused to sleep; he learned how to roll over at a very, very young age as well as he was so adamant that he sleep on his belly.  before we bought this i could not get a decent night's sleep for fear that something was going to happen to him - i kept waking up constantly to check on him and every little noise would send me into a fully awake panic.  this product works like a charm!  the alarm did go off a couple of times and woke him up enough to start breathing again or got us up in time to help the baby (it sets off the alarm if no motion is detected for 10 seconds).  it saved my sanity and most likely my precious baby.  i would strongly suggest this to anyone - it may seem expensive but after having used it i would have happily paid a great deal more.  the only thing to remember is when they wake up to eat in the middle of the night you need to remember to shut off the monitor or you will scare your spouse to death when the alarm goes off.  :-)",12/10/2009,5,5.0,1,1,100.0
376272172,rs2omf2zogsmy,48444689,376272172,5,2,n,True,2,five stars,love it! just wish it had a messenger strap.,5/9/2015,4,4.0,1,1,0.0
376433342,RJ2ESUGLL44TE,11209957,376433342,5,0,N,True,0,My infant loves these. They are high-quality material and ...,"My infant loves these. They are high-quality material and the nipple fit in my daughter's mouth when she was only a few days old. She's still using them at 7 weeks and will probably continue until she graduates to the larger size. They seem a little pricey, but I am willing to pay a higher price for NUK products.",8/30/2015,5,5.0,10,9,60.0
376488389,r2ql2gaakoqd3w,13439521,376488389,1,1,n,True,2,one star,bad,5/4/2015,5,3.0,2,2,0.0
377126717,rcfcpjq6xq58j,44323772,377126717,3,2,n,True,2,looks and feels like a tool bag,"i was looking for a gender neutral bag that my husband and i could both carry (something plain colored that didn't scream baby girl).  after it arrived i decided it's too manly.  my husband even said it looks like a tool bag.  i think it looks appropriate for a tactical mission of some sort.  the looks aside, its very well made and sturdy.  it is also quite heavy - when empty!  perhaps if a dad were going to be the only one carrying it, it would be fine, but it's just too utilitarian for me.  back it goes!",7/8/2014,4,4.0,1,1,0.0
377456898,rm47g2p64g5nd,44926138,377456898,5,1,n,True,1,great,these were for my daughter - she loves them. they arrived fine and are really cute.  the material is squishy and hopefully her little boy will love them too.,4/24/2014,5,5.0,1,1,100.0
377768960,RC89SMWER53VP,4254627,377768960,5,0,N,True,0,funny sucker,It is a safe material. I wll recommend it to anyone with babies. Beside that t was hilarious.  We had a lot of laugh out of this pacifier.,4/27/2013,5,5.0,11,11,18.18
378012592,r14c1lubwanlft,43952281,378012592,5,1,n,True,1,worth every penny,i've never owned a baby monitor cam before but i know that there are a lot of brands out there with too much trouble. this is the first one i'veever  owned and i'm really happy about it. i trust this brand and highly recommend it.,5/6/2015,4,4.0,3,3,-66.67
378162244,r1j7aojezd44r2,20423743,378162244,5,1,n,True,1,this stroller is hands down the best single stroller - jogger,"this stroller is hands down the best single stroller - jogger, umbrella, or other type - that i have used (i have used the uppababy, peg perego, and a few other brands). used for 2 kids so far, and it is in great condition. here's why i think it is best: 1) these wheels are awesome and so, so durable. they have yet to receive a flat or a puncture (i hope never!), and we only fill up air maybe twice a year. the ride is so smooth, and i am able to push this stroller with one hand. 2) the double tray - genius (why don't all other strollers have this option??) my kids both loved the tray - they were able to put their cups/bottles, food, toys, etc. while i was able to keep more than enough in the &#34;parent&#34; tray - a water bottle, my keys, phone, money, etc. 3) super easy to fold 4) the price - $103? so affordable, and you get more than your money's worth - i would think this is at least a $250 stroller. most strollers under $150 are usually so cheaply made and have horrible wheels that make you suffer to no end and pray that your child will start walking so that you do not need to use a stroller anymore.... the baby trend is clearly in a different league, and i really appreciate that the manufacturer takes our budget into consideration. there is no reason that a parent on a budget needs to suffer with a low quality stroller just because they can't afford or don't want to spend $400+ on a stroller. 5) the canopy - so flexible and able to fully cover my child from the sun.",6/24/2015,5,5.0,1,1,100.0
378579333,rux2o85q6mkvd,51724551,378579333,5,10,n,True,13,"love these! no leaks and so soft, wash up great.","these are wonderful. i have the bamboo ones. i had given up on reusable nursing pads after trying two other brands that didn't work well. luckily i decided to try these, because i love them. they are really soft and there's no lint sticking to my nipples. they are absorbent and have a breathable nearly waterproof backing so your bra doesn't get wet but your boobs don't feel hot and clammy. (i don't think it would be completely waterproof, but so far i've been dry. i use it to catch the letdown on the other side when i'm nursing and can use the same one all day.) they don't bunch up in the wash like the other one i tried, so it sits nice in my bra and is not noticeable under clothing (within limits--you would see them if you were really looking, or wearing an unlined nursing bra and a tight fitting, light colored t-shirt). overall i'm really happy with these. i use their cloth diapers too and love all their products.",10/16/2011,5,5.0,1,1,100.0
378583797,rpyjekeof838y,14779378,378583797,3,2,n,True,4,natural flow often does not flow naturally,"this type of nipple works on the glass bottles from avent, and, since i wanted to avoid using the plastic bottles, i had to get these nipples. in the advertisement it is claimed that these nipples assure natural flow with a twin anti-colic valves. and, when the flow actually flows the nipples work fine. however, i had thrown out two of the nipples out of pure frustration when the formula would not flow! this never happened with the previous type of nipples from philips that came with the plastic bottles. why would the flow work some times and not others i have no idea, but here is what i do now: there are small grooves on the opposite edges of the nipple (one of them right by the number indicator), so i align one of the grooves with the small notch in the plastic screw-cap thing that attaches the nipple to the bottle. this works most of the time, and if the flow gets stuck, i push on the nipple with the finger at the place where the groove meets the notch and blow at it for a second or two. that seems to solve the flow issue and all is well again. how is this a natural flow? well it sort-of works, and you really haven't got much choice if you use the glass bottle from philips, but this nipple issue has be to resolved at some point.",1/3/2013,3,3.0,1,1,-100.0
379394235,R1M5LEX1BH0RQ6,3593854,379394235,3,0,N,True,0,Three Stars,It's cute but not heavy enough my newborn can easily push it out of her mouth,8/24/2015,5,4.0,30,29,63.33
379901061,R21T2UBFXQBLZ,25664369,379901061,5,0,N,True,0,Five Stars,"Good quality, I like the material you can clean easily!",2/22/2015,4,4.0,16,16,50.0
380155563,r3815n7qxgbjaz,49576583,380155563,5,1,n,True,1,great seat!,i bought this for my 4 year daughter (before her birthday) and we have been pleased with how easy it is to set up and store. i have a 4-door pick up truck and this is very easy to install. it's amazing how the seat remains secure without the seat belt on when my daughter is not sitting in it. my wife and i have been very pleased.,1/14/2014,5,5.0,1,1,100.0
380337951,r26fwvxigcid5f,16427947,380337951,4,2,n,True,2,"great cup, but girly color","i really like these cups. the spout is not super hard, but hard enough that they aren't easily chewed through.  they don't leak thanks to the nuk valve that is interchangeable with others in this line. the only problem i had is the picture is red and blue, but my son got a pink and purple cup.",5/6/2015,2,3.0,1,1,-100.0
380392015,r3kgdctvlsx5lb,16825292,380392015,1,1,n,True,1,cute but useless,i bought this thinking my son would have some cups he could use to pour water around but every singe cup has holes in it. all but one of the cups has such big holes that the water doesn't stay in the cup long enough to even take out of the water before it's already leaked out. also the pieces don't snap together very well and just break apart with the slightest movement. super cute though but not cute enough to make up for the lack of usefulness.,1/3/2013,2,2.0,1,1,-100.0
380619977,R17CIEP2M4146I,50661704,380619977,5,0,N,True,0,Five Stars,Great!,8/28/2015,5,5.0,151,148,70.2
381133859,rtxncbieib2wo,20934720,381133859,1,2,n,True,2,this toy box is worthless,"i bought two other toy boxes that are holding up just fine, but this toy box fell apart after a short time.  i purchased it the day before christmas online.  it was put together right after christmas, but not used right away.  once it was used, it was obvious it was defective (and dangerous to children).  it is now past the return policy deadline.  since it fell apart, i didn't have to take it apart for the trash area, but did have to remove many sharp pieces of hardware from it to protect any children that might be near the trash area.  a wasted $51.17 that's for sure.",4/2/2006,1,1.0,1,1,-100.0
381226741,RHT25183W91GO,34573038,381226741,5,1,N,True,1,Great product - our baby loves it!,"Most parents know that not all babies will use just any pacifier.  My 9 month old has consistently preferred Avent pacifiers since he was a newborn.  We switched to the next biggest size at 8 months, and it took a little while for him to get used to it.  He uses both the smaller and the bigger sizes now.  I love the designs and different colors although I don't believe you can specify colors when you order through Amazon.",8/26/2015,5,5.0,219,216,43.38
381325750,R2J1D5GBZNNS6E,24484534,381325750,5,0,N,True,0,Baby's best friend,"My daughter loves her bear! We also got her the dragon because who doesn't love GOT! She likes both, I'm sure we'll get more soon. The quality is great, pacifiers are sewn on good and animals are soft.",7/26/2015,5,5.0,9,9,33.33
382073759,r2l5m17dltvdnf,42263925,382073759,3,3,n,True,6,"started out amazing, but hasn't ended there.  still torn on my overall feelings...particularly given the cost","my experience is pretty much identical to slpscientist's.<br /><br />this pillow started out amazing and i was completely thrilled.  it was comfy and you could adjust the fluff and it held you nicely (and softly) in place while sleeping.  within a couple of months, it got pretty lumpy and was really thin/thick in places.  i tried washing it and tried the shake it from one end methods and neither of those seemed to do anything to improve things.  it still worked really well, just wasn't as ideal anymore.  i could still manually adjust the fluff by pushing it around and that worked ok.<br /><br />however, it's just gotten worse and worse.  at this point, it's super flat in some places (like my head, no longer provides any pillow-y-ness there) and uncomfortably thick other places (at my feet and arms).  i can still manually adjust the fluff, but it doesn't seem to stay in place for any amount of time, so doesn't do much good.  the whole pillow seems stretched out somehow so it kind of flops all over rather than snuggling close to me.<br /><br />my other issue is with the cover.  within days it started pilling pretty bad in certain spots, within a couple months the entire case was covered in pills.  this doesn't affect function, but doesn't look or feel very nice.<br /><br />all that said, this pillow started out so wonderful that i feel there still has to be hope.  i still think this pillow is better than lots of the others out there and is a great size.  we have a queen bed and my husband is rather on the large side and we have no problems fitting completely comfortably. (we did travel with it and were in a full size bed and that didn't fit so well).  if it weren't for the rather expensive cost of this pillow, i may have even given it 4 stars despite the issues.  it just seems that a pillow so costly should hold up for longer.",8/22/2014,5,4.0,1,1,0.0
382159271,r3bf6pxv2v6tj9,28018856,382159271,3,3,n,True,4,bags tear very easily when removing from ubbi,"i love my ubbi-and have never tried using any bags other than the ubbi bags with it. my issue with these bags is that they tear very easily. if i let the ubbi get more than 3/4 full, the bag breaks when i take it out of the ubbi. it seems to get caught on the side of the ubbi, and tears as i pull it out of the can. that is very frustrating and quite frankly, pretty gross, because i end up with dirty diapers spilling onto the floor. yuck! i will keep buying these bags, however, because the size is perfect for the ubbi.",1/14/2015,4,4.0,2,2,0.0
382988420,r127ch9crt5x4x,33741782,382988420,4,1,n,True,1,i wanted to love it...,"i love the look of this diaper bag, because it doesn't look like a diaper bag. the outer pockets are great for things like keys, wallets and cell phones. the main compartment is somewhat narrow, but deep. the denim fabric is sturdy and wears well- after four months of heavy use, it still looks practically new.     i don't find this as roomy as i'd like, and i should add that i try to be a minimalist and not bring the kitchen sink whenever we go out. getting standard things like diapers, a couple outfits, a small toy and an insulated bottle bag into the main compartment can be difficult. also, it can be hard to find smaller items that may not have fit into the side pockets.     the stroller bag feature is great, but it can be tricky to remove the main strap and utilize the smaller straps.     overall, i like this bag but will probably trade it in for something a little bigger.",7/10/2007,4,4.0,1,1,0.0
384444051,r107oxyy5keig5,42219365,384444051,4,1,n,True,2,great affordable cloth diaper! i'm buying this again!,"i recently added to my cloth diaper stash. previously, i only had a grovia with 2 regular inserts and 2 hemp. they're alright, but my baby would usually leak onto the inside of the outer liner, so i didn't often get more than 1 use out of it before having to wash, despite having 4 inserts. so, the new cloth diapers i just tried are alva baby ai2 print reuseable washable pocket cloth diaper nappy + 2 inserts s09, thirsties duo wrap snap, blackbird, size two (18-40 lbs) with thirsties hemp inserts 2 pack, large 18-40 lbs and thirsties one size pocket diaper snap, blackbird.  as for overall fit, i like the alva baby best. my daughter is 6 months and a little over 20 lbs. these fit pretty nicely. the snaps are arranged in such a way that the waist fits snuggly without the fabric getting bunched up. i'm not wild about the micro fiber insert, mainly because i can't stand synthetic fabric but it does the job. i've had no issues with leaks or absorption. with this and other pocket style cloth diapers, make sure you get the insert put in place spread out and flat inside the pocket so it doesn't get bunched up and cause leaks.   thirsties one size pocket has a superior insert, but it would actually work in the alva baby, and i'm thinking of buying a couple thirsties inserts to use with the alva diaper. thirsties one size pocket isn't as nice of a fit as the alva baby, imo, the reason being the waist snaps aren't arranged as nicely as the alva, but otherwise, it's equal quality and performance to the alva diaper. size wise and fit around the legs seems about the same to me. but for the price, i'd go with alva.  the duo wrap snap is totally different, more along the lines of the grovia, except on the duo wrap it's one big flat insert, identical to the one size inserts except a little larger and it just lays flat inside the outer liner, there is nothing fastening it in place. this diaper is better if your baby is too big for the one size pockets or the grovia. though, it isn't my favourite style. i didn't have any issues with leaks, though, and if you want to use prefolds i think this diaper would be a great choice. the outer liner is thin but waterproof, so it won't be too bulky with a prefold inside.  after trying these few different cloth diapers, i really prefer the pocket style. both thirsties and alva get the job done with no issues, no leaks, etc. but alva is dramatically cheaper and a nicer fit around the waist due to a better snapping style. i'd recommend buying the inserts for thirsties to go with alva baby if you really want a better insert, but the originals do work fine.  also, for use with cloth diapering, i highly recommend using something like bumkins flushable diaper liner for catching bm's. it makes everything so much simpler! just lift it out and toss it in the trash! no messy poop cleanup! that's the only liners i've tried, but i can't complain. hope this helps. i've never had or used those sprayers for getting the poop off into the toilet, and before using the liners, i just shook the poop off into the trash, but the liners make it really easy, and they're biodegradable and relatively inexpensive. once by baby wets her diapers or poops, i never reuse the liners! i've seen some reviews saying they just reuse if it's not too soiled, but i don't advise doing that, especially if your baby has sensitive skin.",1/14/2015,3,3.0,1,1,-100.0
384545017,rajzl12ealfax,51643632,384545017,1,9,n,True,11,not a must-have - a must-not,"this carrier is one of the worst on the market, but has somehow gotten hyped as the \\must-have\\ baby item. i even had one for a while - until i learned better. no infant should have his weight supported by his crotch - proper carriers place the legs in a frog-like position, hugging you tummy-to-tummy. infants require adequate head/neck support as well as the ability to tune out overstimulation - the bjorn leaves baby hanging both literally and figuratively when in the (again overhyped) forward-facing position. as if that weren't enough, the distribution and shape of the bjorn straps are a recipe for killer shoulder and back pain. a good carrier will let you carry on normal daily activities while babywearing - without back pain. i was so dissatisfied with my bjorn after just a few weeks that i tossed it rather than inflict it on an unsuspecting garage saler.    if you want a buckling, soft-structured carrier, go with a safe, comfortable choice like the kindercarry, beco, or ergo. these carriers will allow you to carry your baby with ease through toddlerhood. i'm no athlete, but i can easily hike 30 minutes with my 32lb toddler on my back in a kindercarry.    for newborns, i highly recommend the sleepywrap/boba wrap or moby wrap. while it takes a little practice initially, the comfort for both of you is amazing in a stretchy wrap. i wasn't as big a fan of the moby - the boba is more stretchy and comfy to me - but i think many folks could go either way between them. the stretch wraps are generally most comfortable to around 20lbs.    the boba website has some excellent information on babywearing and positioning here: [...]",11/12/2012,5,3.0,1,1,-100.0
385397457,rff5qbe764tmi,23311173,385397457,3,3,n,True,3,hit or miss with having them go on perfectly,"notes on the room: i put these up in my nursery.  my wall was clean, and the light yellow paint was done over a year ago.  works well with a pond theme!<br /><br />some of these are a bit close together, so cutting them with enough space to be able to hold them to the wall tightly can be a bit tricky.  the directions say \\press firmly\\, what they mean is \\press and scrape as hard as you can without breaking the tongue presser stick on the wall\\.  you arm gets pretty tired after only two dragonflies.<br /><br />i didn't have any troubles with air bubbles like the directions warned, but i did have troubles with the tiny dragonflies.  the smaller the dragonfly, the harder it is to get the adhesive to stick.  the instructions warn you that tiny pieces and edges (like the antennae or tip of the tail) can be troublesome.  i find that if you can get all the edges stuck down, the middle shouldn't be a problem.  if you peel some off, and it doesn't stick, only about 50% of the time will putting it back down and re-scraping work.<br /><br />honestly, on some of the harder dragonflies, the adhesive won't entirely work.  you just have to say \\screw it\\ after working on one dragonfly for 10 minutes, and tear it off the wall.  the body, tail, and most of the wings will stick.  everything else is a maybe.  the instructions say you can fix it up with paint, which is true - but it's a pain.<br /><br />i do love the colors, design, and ability to put them anywhere.  but next time i'll try other things first before i go back to these.",8/9/2011,5,4.0,1,1,0.0
385429388,r9djatbclwi8b,32767747,385429388,1,3,n,True,3,not needed,this pouch is not needed - you can barely see it on the side of the britax marathon car seat. i feel it was a waste of $.,8/29/2012,3,2.0,1,1,-100.0
386213200,rypi8bs5sy6gu,50601697,386213200,1,1,n,True,1,horrible hinge design,horrible design.  very rigid and hard to collapse.  don't understand why they can't make a better product.  the concept is good however the type of hinges they use on the gates are hard to manipulate.,8/22/2014,1,1.0,3,3,-33.33
386489526,R19ESU073WWI0A,13287030,386489526,4,1,Y,False,1,small and work well with pacifier clips,"These work well for my newborn preemie, although she doesn't take them as well as the ones they gave her in the hospital. These are small enough that they work for her tiny mouth without gagging or choking her, and the design is nice as well. These work well with a pacifier clip thanks to the ring that allows you to attach it.",6/2/2015,5,5.0,4,0,50.0
387353699,RCRFOM2V6S8NI,27062588,387353699,5,0,N,True,1,Five Stars,Exactly what I expected,8/11/2015,1,3.0,45,44,48.89
387375109,ROHE7TNKIWO07,12017545,387375109,5,0,N,True,0,Good,Love these - they're my favorite!,5/14/2015,5,5.0,11,11,9.09
387841606,r3de7rt6l8x2wt,20027156,387841606,5,1,n,True,1,quick shipping!,arrived quickly and was what i was needing! great product and will order from this supplier again.,2/4/2015,5,5.0,1,1,100.0
388041249,r1hlf37ibh6sfd,17466693,388041249,5,1,n,True,1,exactly as expected,"a good size, my daughter (age 6) loves it. i think the only thing i don't particularly like is that the pocket flap doesn't always lay flat, closed. but that criticism is being picky, i think. got here quickly, as expected.",7/6/2013,4,4.0,1,1,0.0
389043588,R3QMHQM8W47IO9,16227353,389043588,1,0,N,True,0,Would not recommend.,Snaps broke first time I used it.  Would not recommend.,8/24/2015,1,1.0,10,9,10.0
389087966,r2d9l78cr3dwp9,50573824,389087966,2,1,n,True,2,highly disappointed,"glowing globes were nice, but do not rotate.  the only thing that rotates is not a focal point of the unit, and is tiny.  music adjustment is 3 levels of volume:  off, super-quiet and quiet, neither of which is suitable if you use white noise machines as it's not loud enough.  the projector is a farce.  i thought i got a good deal, but an old school, mechanical wind-up beats the pants off this thing.  assembly is easy and construction seems sturdy enough.  in the end for such an impressive-looking feature set on paper, this mobile is quite a dull immobile.<br /><br />would not buy again.",3/13/2012,3,3.0,1,1,-100.0
389385184,R3Q7UX32O94W9I,12926588,389385184,5,0,N,True,0,Great product,I love these pacifiers. Their open air design doesn't leave a rash on my daughter's sensitive skin.,8/12/2015,5,5.0,21,20,71.43
389658184,r2c6v9e91rklao,6612460,389658184,1,1,n,True,1,disappointed,i was very disappointed in the quality of this bag. i purchased it because it's large and matches our carseat.  i carried it less than a month and the straps started to tear. that's pretty sad when you pay so much for something.,2/4/2015,3,2.0,1,1,-100.0
391698235,r3hrz6klzxq5kg,15966131,391698235,5,1,n,True,1,sensory baby,this doll is great. it has been teaching our 1yr. old the parts of the body. if doll isn't being touched for about a minute it says \\i'm bored\\.<br />this is unnecessary.,1/6/2013,5,5.0,1,1,100.0
391908354,rua3qe9o06ruz,16929682,391908354,5,1,n,True,1,greate product,its great because of a few reasons  1) the right/left side you could tuck under(vary important)  2) its washable  3) its comfortable  4) water does not go through  but one miner suggestion i would have it should be a little longer,6/23/2008,3,4.0,1,1,0.0
392768822,R26QCW75C4JDOK,10216509,392768822,5,0,N,True,0,Five Stars,My son loves this one and will only sleep if he has this one.,8/31/2015,5,5.0,472,463,58.69
393294909,r2atwm9lpwkuyo,11129705,393294909,5,1,n,True,1,great for pre-k,"purchased for my youngest's pre-k naptimes.<br /><br />decently made, thicker than i expected. pillow is removable for washing. stitching holding up well with it's weekly wash.<br /><br />wish we'd had these for the 2 elders.",12/7/2014,4,4.0,1,1,0.0
393442159,rbrk0zky6s7i3,10972837,393442159,5,3,n,True,3,bear stainless steel cups we have so far,"easy to hold, can be use with hot or cold beverages. quality is pretty good, thicker than our other stainless steel cups and prettier too. highly recommended!",5/6/2015,5,5.0,1,1,100.0
393607192,r3h5o0bzf52obm,18059925,393607192,1,1,n,True,2,don't buy this model,"we used this monitor for 2 months and the handheld unit died.  won't charge or turn on and of course this happened at 9pm on a sunday night.  amazon has an awesome return policy, so i expect to get my money back for this purchase.  i had to get a new monitor at the last minute (unfortunately, not from amazon), and i upgraded to a new model from summer's infant, model: 28810.  i must say, after one night's usage, the picture quality on the new monitor is light years better then this model.  sound quality is much better as well.  although, i did just read some very negative reviews on model: 28810 on amazon.  fingers crossed.",7/22/2013,3,2.0,1,1,-100.0
393651404,r3ifb4siij5n8x,43938221,393651404,4,13,n,True,13,sturdy seat,"great rugged infant car seat, but it does have a few problems.  it's really heavy if you ever use the seat outside of the car.  the little head tsip (true side impace protection) piece keeps falling down, last of all, adjusting the handle is difficult as the latches on each side really require a good pull. if you have large access car doors and plan to leave the seat in your car attached to the base, it's a great safe seat.",10/1/2007,4,4.0,1,1,0.0
393845436,r1s4g1gu602td7,18775698,393845436,5,1,n,True,1,excellent value!,"these little diaper covers are well-made, sturdy, and attractive. the design used to make the velcro-style closure tabs is ingenious. they are double sided, so one will stick to the other if you need to overlap them for a better fit on a smaller baby! i absolutely love these!!!",6/14/2013,5,5.0,1,1,100.0
394467239,rcctmwwiqmbss,10548155,394467239,2,0,N,True,0,Two Stars,they were way too little,1/22/2015,5,4.0,1,1,0.0
395229040,r1ifwyf6q4z0q3,49229870,395229040,5,2,n,True,2,one of our 6 mo. old twins' favorite toys,"if my sons could talk, they would tell you this is currently their 2nd favorite toy, right after their jumperoo.  they love the bright colors on the mat, and teething on the little stuffed \\feet\\ that are on the worm during tummy time.  their favorite toy is the bug rattle.  i have not had safety issues with this toy. the bar has never fallen over on them, and the toy is lead-free.  zipped up, it is amazingly compact, so it travels well, or stores well in a small space.  i don't think there is a toy in the world that a child under 6 months old could safely be left alone with, so i wouldn't let that comment in previous reviews influence my decision in purchasing this basically safe and very fun toy.  developmentally this provides all the right activities.  if i could change any one thing about this toy it would be that it really only fits kids 0-6 months.  [[asin: b0018979my infantino's monkey's jungle retreat]] grows with the child beyond 6 months, and if i'd known that sooner, i'd have bought that first/instead.",8/9/2008,3,4.0,1,1,0.0
395502235,r1p9igjgacn70x,38439937,395502235,2,2,n,True,2,loses suction....not worth the money,i bought this pump and at first it worked great.  then it started to lose suction.  i researched and found out that this was a problem that the company knows about.  i called and they said they couldn't help me since i wasn't the original owner and besides all pumps lose suction.  not worth the money!,12/1/2008,5,4.0,1,1,0.0
395613229,r1pmprlpjxhhn7,48247410,395613229,4,1,n,True,1,does the job but not very durable,"love this potty watch. after the initial \\learning to use the potty\\ my son got bored with it, and regressed, waiting to go until he'd wet his pants just a bit each time. the potty watch totally changed that, i set it for the longest setting (90 minutes, wish it had a 2 hour setting) and he'd go when it went off. no more wet underpants and no arguing, since i didn't 'ask' him to to go, the watch did!    i can't give it 5 stars because of the product quality.  we are on our 3rd potty watch. the manufacturers know this is a watch toddlers/preschoolers will wear all day... & will wear to the potty... and therefore be washing their hands. it is really not the least bit water proof, it's barely water-resistant. i think because of the way it's disassembled to change the batteries, the water gets right into the little computer board if the kids really get any water on it at all. this at best will make it only light up and no longer play music, at worst, it will stop working entirely. big design flaw!",8/10/2011,4,4.0,1,1,0.0
396515358,R19T33OZJ3V5FA,24646220,396515358,1,6,N,False,6,Hard Plastic Cut Baby's Neck,"I am so disappointed with this product. I purchased 4 of these bibs and I couldn't understand why, when I put this on my 4 month old baby he screamed so bad. I assumed it was the resistance other reviews discussed, to the hard plastic bib rather than the soft one. Later that night my husband was bathing him and noticed a wound on the back of his neck. The next day I put the bib on again and and he started to scream. After further evaluation I noticed that the point where the bib connects, was cutting into his skin exactly where the wound was. I immediately stopped using the product. It has been 3 months since discontinuing the use of the product and my baby STILL had a scar on the back of his neck from this bib. I wouldn't recommend this to anyone!!",12/4/2011,5,3.0,1,0,-100.0
396558854,rzftzsl6pxvqb,45480706,396558854,5,2,n,True,2,exactly as pictured!,"i couldn't be happier with this set!  i'm expecting my first little girl, but i'm not a pink girl myself, so when i found this set i was in love!!  for the price (some sets i liked were well over $200!) this set was worth the $$$.  and personally, i did not want a bumper, so i was happy to see this set was available with either option.",1/8/2013,5,5.0,1,1,100.0
396695183,R2LHORKBRA09RO,38035798,396695183,5,0,N,True,0,Five Stars,The best,8/29/2015,5,5.0,47,44,68.09
398896339,r1hv34lpv5j0bc,33609029,398896339,1,1,n,True,2,not for graco strollers,"doesn't fit a graco stroller. graco strollers have to be taken completely apart for these to even begin to work. these are not easily used unless you cut them to fit them over bars. for some reason, even if you glue them to the handles, they don't stick.<br /><br />graco strollers need a different solution to the replacement situation. this product isn't it. i wish the product info would have said &#34;not for graco strollers&#34; in the description. i wouldn't have wasted my time and money.",5/25/2015,1,1.0,2,2,-100.0
398932812,R1IFIFEPH8B4EX,51826055,398932812,1,7,N,False,7,Very disappointed.,"Others seem to have had a much better experience with this item, and we can't understand why.  When assembling the table, it quickly became clear that it was poorly made and the components were badly engineered.  For example, one of the bars would not accept the screw that the manufacturer provided for it - the screw would not bite.  The dowels were not well sanded and seemed as if they could cause splinters.  We decided it wasn't worth continuing the assembly and returned it.  Also note, the shelves are made of a very thin composite wood and are flimsy.  This thing is overpriced and unsafe.",4/7/2005,1,1.0,1,0,-100.0
