product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_body_length,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
475989673,RBA6IWZODTUEL,16547563,475989673,1,0,N,True,0,dryer stopped working after two months of bi-weekly use,"This dryer was purchased last summer and safely stored while we moved. I pulled it out this January, and the low setting has already stopped working, while the high setting barely pushes out any air.  I'm now convinced this was a fake, and am sorely disappointed. Amazon is always our first stop for purchases such as these, and I've always been very happy with their customer service... I have a request for a refund in, and we'll see how this resolves.",4/7/2015,454,1,1.0,61,58,8.2
479230068,R2E760MKFNWGHT,31517195,479230068,4,4,N,True,4,Great Service,"This little tin full of solid perfume arrived quickly, is packaged nicely, is really handy for purse or gym bag. It smells great. My only wish is that smell would last longer--I was hoping a solid perfume could do so. After about 1/2 hour the smell is gone.",3/11/2010,257,4,4.0,1,1,0.0
482900106,R2Z3MTB7Z8YJEF,49556758,482900106,5,10,N,False,12,Used for years,"I started using SPF moisturizer in my early 20's.  Part of the way in I remembered my grandmother used the original Oil of Olay and I switched to this brand.  It is much more expensive than the one I used to use but worth the switch.  I used the lotion wrongly assuming it was cream, but the cream lasts longer and my skin is noticeably more supple and moisturized upon use.  My little sister also in her 20's has caught on and begun to use it as well.  Nothing substitutes taking care of your body from the inside so your outside looks great, but I swear by this moisturizer and it has not failed me for years and hopefully for many years to come.",2/26/2011,648,5,5.0,1,0,100.0
486589264,R13ZUH6W7GNTTI,48030632,486589264,5,0,N,True,0,Great!!,"Great, lightweight, use every day for past year almost & love it!! Best price too!",8/11/2015,82,5,5.0,151,147,51.66
486774008,RXTB7K8FZ2CUI,11160296,486774008,4,0,N,True,0,Not bad!!,"Not a bad dryer! Yes, heavy, but sleek as can be and doesn't burn my hair.",8/25/2015,74,1,2.0,318,298,36.79
487881305,R2L7SJVWLKYH5Q,41593154,487881305,5,0,N,True,0,nice pick,"great pick for servicing scuba gear.  Use it for removing O-rings.  Strong, not really bendable, which is good.",7/2/2011,111,4,4.0,1,1,0.0
489993627,R1KNIBNRH3FT0Q,22131689,489993627,3,0,N,True,0,Older product.,I know this product has been discontinued so when I found it here I was really excited.  I used this alot and really like the way it works.  This bottle smelled a bit differently that my bottle I originally used from the store.  And didn't work quite as well.  But I still use it and it is better than some of the alternatives I have tried.,1/9/2012,340,4,4.0,1,1,0.0
493149210,R3K1GCU37CRNM9,37086203,493149210,5,1,N,False,1,Hope in a Jar spf 20,"I have been using this product for over a year. I have very light, delicate skin and really dislike anything greasy or heavy. Hope in a Jar (EITHER formulation) is wonderful - light, non greasy, causes no blemishes. I am really surprised by the negative reviews! I am in my 60's and have tried just about everything on the market - and for the price this product is uncomparable.",3/11/2010,379,5,5.0,1,0,100.0
494548935,RICRO0QP1FGKN,5833440,494548935,5,0,N,True,0,The best Hair Dryer for anyone!,I really do like it! It is so handy and drys my hair very good. I would recommend it to anyone that needs a hair dryer.,8/11/2015,119,4,4.0,22,21,18.18
496940864,R1ZI00FBUH7YW6,40646946,496940864,3,0,N,True,0,It's Okay,"Not very strong. Does the job. Doesn't have a lot of heft so it makes me think it won't last long, which is fine since we don't really love it.",7/22/2015,143,4,4.0,29,28,10.34
500481725,R2CJ56RK9VFR0I,16115255,500481725,1,2,N,True,5,You get what you pay for,"Very uncomfortable, I can't have it on for more than 5 minutes. I bought it because it was cheap, but I guess you get what you paid for; a cheap product with cheap quality",2/26/2011,171,5,3.0,1,1,-100.0
501835428,R15NGXFNC2BY1B,27992355,501835428,5,0,N,True,0,Fabulous!,lOVE THESE CLEANSING PADS - GREAT FOR TRAVEL AND SO CALMING TO THE SKIN![[ASIN:B001MBR4U0 APIVITA CLEANSING TISSUES WITH CHAMOMILE 10x0.16 OZ.]],7/2/2011,144,5,5.0,1,1,100.0
510858511,R3KRXHGHHIP190,38303678,510858511,4,16,N,False,16,Buttons!  Correct information,"I have this iron and love it - it is a professional quality iron which straightens and creates beautiful curls.<br /><br />There is some confusion aboutt he button placement - that you will hit them as you are styling, BUT YOU CAN LOCK IN the correct temperature...<br /><br />See information below from the manufacturers website<br /><br />Professional Features<br />*Titanium surface for ultra smooth, snag-free styling<br /> *Korean designed and engineered<br /> *Ceramic heaters generate fast heat up and instant heat recovery<br /> *Patented Pulse Technology®<br /> *Variable heat settings, up to 450°F<br /><br />*Heat Locking Feature: Press the button twice while the appliance is at the selected heat setting. The temperature setting will remain locked to ensure there is no accidental change during use. Press the button twice to unlock the heat setting.<br /><br />*Ultra slim, easy to hold design<br /> *Rounded plate edges to curl ends in or flip them out<br /> *Movable styling plates adjust to eliminate<br />gaps between plates for better hair contact<br /> *1 plates perfect for styles of every length<br /> *Digital temperature read out, for easy to read settings<br />*10 hour auto shut off<br /> *On/off switch<br /> *Hanging ring/ cord guard<br /> *8-ft professional cord<br /> *One-year warranty",7/2/2011,1316,5,5.0,1,0,100.0
512601679,R2Y8HP29YX79D2,25206066,512601679,5,2,N,False,3,Aromatic Art,This cologne is the epitamy of class!! You feel like a million bucks when you wear this stuff even if your dirt poor.  Last a long time and has good projection. A winner for sure! When My bottle runs out I will definetly buy more!,12/4/2010,230,5,5.0,1,0,100.0
518540462,R3K2MAUUX74MWC,34832716,518540462,4,7,N,True,9,"Not quite the old, but smells great!","With my greasy face, the original gold colored acne wash cut through the sludge with a single pump of soap.  This new version requires 2 pumps, but smells 100x better.  I think the better smell is worth the extra soap.",12/4/2010,218,4,4.0,1,1,0.0
531479992,R1L1XEPY4VKLQS,26733607,531479992,5,0,N,True,0,Five Stars,Best dryer I have ever owned.,8/18/2015,29,5,5.0,155,147,39.35
531585937,R3TK7ALY9OX6AU,7755701,531585937,5,0,N,True,0,Five Stars,Cute and stylish,8/26/2015,16,5,5.0,38,35,42.11
532147021,R2ZJTBM2AJV9H7,37671875,532147021,5,0,N,True,0,Boo-yah!,Just got this and charged it overnight.  Used it with extreme satisfaction this morning.  My teeth feel great!  Set up was a breeze and using it is easy.  Everything I hoped it would be!,7/2/2011,186,5,5.0,1,1,100.0
535977674,R2B36WY4VTUUBW,30428845,535977674,5,9,N,True,9,Working good!,"While the flat iron is coming apart in less than a year, this hair dryer seems to be a better product so far.",1/19/2015,109,5,5.0,32,30,50.0
538509336,R31IUT8G1480X3,18088209,538509336,5,1,N,True,1,Love it!,"I was actually wearing this color when I had my daughter (who is now 2), so I have an emotional connection.  Honestly though, it is a great color.  If you are familiar with OPI you know it is a quality product.  The color is very girly without reminding you of little girls.  It has the maturity behind it I guess you would say!  I love love love it and I was so glad to find it as it is discontinued!",8/5/2010,401,5,5.0,1,1,100.0
548212381,R3ATOPWDJHVDMG,42867423,548212381,5,3,N,True,6,Peroxyl,Peroxyl isn't available where I live. The shipment was slower than I expected but arrived at the end of the promised time frame. The product is excellent for gum problems and was recommended by my dentist. It shouldn't be used without a dentist's approval.,3/11/2010,256,5,5.0,1,1,100.0
551831526,R7IUAVTNHHVDV,39955176,551831526,5,4,N,False,4,Great Product,"This facial sunblock is easy to rub in, non-greasy or oily (which is great for me because I sometimes break out), and doesn't irritate.  In the summer, I use this as a moisturizer after washing my face in the morning and then reapply if I'm in the sun for extended periods.      It was rated highly on the Environmental Working Group (EWG) website as it contains no carcinogens and minimal toxins (it's impossibly for a sunblock to be completely free of toxins and actually work).  It's a broad spectrum sunblock as well which means that it protects well against a large range of UVB and UVA wavelengths of light.    Highly recommended :)",8/5/2010,638,5,5.0,1,0,100.0
551890196,RHTBS3A7C4VM0,20899567,551890196,5,1,N,True,1,Great product,"This is very nice product. Quality is quite good, and save you from risk of missing pills.   Very handy and portable",8/5/2010,116,5,5.0,1,1,100.0
552282721,R3IA1XOJ0KEDRU,48118961,552282721,5,2,N,True,3,Weavin' again,"I prefer woven floss, but could not find on shelves anywhere.  So glad to be weaving again instead of waxing.",8/5/2010,109,5,5.0,2,2,100.0
554679045,R27ERLQZPAOFGO,13278763,554679045,5,0,N,True,0,lasts long,this blush palette lasts forever because even the smallest amount is still enough. many to choose from to go with different makeup looks.  some of them are kind of orangy tho. i stick with the bronzes and pinks,1/9/2012,210,5,5.0,1,1,100.0
555721051,R18QENGH3O6EM9,23115885,555721051,5,0,N,True,0,Lola Gift Set by Marc Jacobs,This lovely boxed gift set arrived on time was a gift and was greatly appreciated by the recipient.  The box is actually pretty enough to keep treassured trinkets in or letters or whatever.  The fragrance is very pleasant.  Very Nice,2/26/2011,233,5,5.0,1,1,100.0
556713834,R1Q0DYGVLF45LT,36086674,556713834,5,2,N,True,4,Never knew a blowdryer could make such a difference!,"I have long, mid-back length, color treated hair.  I take really good care of it and only use salon products, use heat protectant etc.  I get my hair trimmed regularly, but my ends just felt really dry and my hair was so unmanageable.  My old blowdryer was a Bedhead one and it made my hair so hot I couldn't even touch it.  I decided to invest in the Chi Rocket after reading the great reviews. I honestly can't believe what a huge difference it's made in my hair.  It's amazingly soft and smooth.  I really don't even need to do anything else to it after blowdrying, but I use a big curling iron and it looks fantastic!  I wish I would have bought this years ago!  I will never go back to a cheap blowdryer again!",1/9/2012,715,5,5.0,1,1,100.0
560158390,REDG5OXTT9O61,46791821,560158390,5,0,N,True,2,Nice Colour,"I like the pigment in this colour.  I like bascially all of the NYX colours, and they have a large variety to choose from.",1/9/2012,122,5,5.0,1,1,100.0
560455235,R1RDG3KIOJE5ER,4207293,560455235,5,0,N,True,0,This dryer is literally the best hair dryer i have ever used,This dryer is literally the best hair dryer i have ever used. I watched youtube videos on the product before i purchased it and no one had anything bad to say about the item. I would highly recommend that anyone use this dryer you will find that it is well worth the price.,7/11/2014,273,5,5.0,72,66,36.11
561018952,RDUIORNZKU3NH,38337277,561018952,3,2,N,True,3,"Does the job, but very very painful!","I purchased this product hoping for something that would eliminate my hair problem or at least help keep it under control. This product does exactly what it says it will do and works well. Very durable, you don't have to worry about breaking because it is indeed a spring. But WOW, does it ever hurt. I just can not put myself through that pain on a daily basis and if you don't do it just correctly it increases the pain by 1000 times. This method of hair removal is much worse than waxing. If I had thicker, tougher skin that wasn't so sensitive I would love this product but it is just too much pain for me to handle!",8/5/2010,620,3,3.0,1,1,-100.0
563603034,RO5H4JX3GEVN1,28716775,563603034,4,3,N,False,4,"If you like gloss more than lipstick, this is great for you.","If you want to see these lipcolors in action, I suggest watching the first movie in the Twilight Saga. Bella Swan wore the color Good to Go, and the entire Cullen family (males and females) wore the shade Ms. Behavin'. Though I love these lipsticks, they are not for everyone. The colors are buildable (you can easily add more to any look), but they go on VERY sheer. They are meant more for enhancing natural lip color than for actually changing their color, and touch ups are necessary after just an hour or two. If you choose to purchase this product, I recommend buying a lip stick primer that will prolong the color for awhile. As I said, they are very sheer, so if you are looking more for a rich lipstick shade than just a tinted gloss, I suggested not throwing away your $18. You will be very unhappy. However, I love glosses rather than sticks, and these colors have done wonders for my extremely pale lips.",8/5/2010,916,5,5.0,1,0,100.0
568981338,R2BX3EK1PH98LB,13180082,568981338,4,1,N,True,1,Be careful!,Nice little unit but it will fry your body parts if you're not careful.  Very powerful.,8/12/2015,87,4,4.0,57,53,21.05
569841544,R14H2YRC78LPRI,8341992,569841544,3,0,N,True,0,Not as hot and powerful as I expected and somehow ...,Not as hot and powerful as I expected and somehow it does not deliver any kind of expected shining usually produced by professional ceramic dryers...,8/26/2015,149,3,3.0,68,65,19.12
571306825,R14OU38QEI38UR,44436536,571306825,3,4,N,True,4,New replacement heads make noise!,"I've been using the Sonicare for many, many years, probably 15 years, when they first came out.  I have the Advance handle and Philips no longer makes replacement heads for the Advance handles but instead has a slightly different head called e-series that is supposed to fit the Advance handle.  I ordered the three pack of the e-series and it does fit the original Advance handle but be advised that he makes a louder noise when in use.  Apparently, the magnets on the e-series' don't match what was originally designed for the Advance handles.  I called Philips and demonstrated the noise difference over the phone to the technician and even she could tell the significant difference in noise.  It's not unbareable by any stretch but is not as comfortable as using the old replacement heads.  The technician did not know about the difference in noise, checked with others and then got back to me that, yes, there is a difference in noise.  Philips should tell the user about this difference.  It's no big deal, but should be disclosed.<br /><br />What I found interesting also is that the new package says to replace the heads every 3 months.  The old packaging said every 6 months.  When I asked the technician about this and asked if this meant that the new heads were not made as well as the old heads and was this part of the American corporate conspiracy to have consumers buy more and spend more, she said they changed the recommendation on the advice of dental professionals.  Whether these dental professionals are part of the conspiracy, I do not know.  Whether the new heads are not as well built as the old, I also don't know.  But in any event, since I've been using the Sonicare for the past 15 years or so I've changed heads every six months or so and my teeth have not fallen out and I've had no complaints from my dentist.  I guess I'll update this review four months from now and advise whether my teeth have fallen out and are full of cavities all because I didn't change the replacement head after three months.<br /><br />But to Philips credit, at least they didn't simply stop making a head to fit the Advance handle and thereby force the consumer to buy a new handle for the new heads.  The e-series does fit, albeit not perfectly.<br /><br />Stay tuned.e replacement head after three months.    But to Philips credit, at least they didn't simply stop making a head to fit the Advance handle and thereby force the consumer to buy a new handle for the new heads.  The e-series does fit, albeit not perfectly.    Stay tuned.",3/11/2010,2546,3,3.0,1,1,-100.0
576001332,R1ZTJV4ZYZE5OC,22796902,576001332,3,1,N,True,2,They don't make them to last anymore.,"My 30 year old Norelco died and they don't make the repair parts. My old Norelco worked fine with the original heads until the motor quit.<br /><br />The current model is cheap in price and feels poorly made. They recommend replacing the heads annually, but I'll use it until it fails and then toss it.",8/5/2010,302,3,3.0,1,1,-100.0
577936136,R1BKZSBS9K52T2,21134686,577936136,4,12,N,True,17,Painful...but definitely worth it,"I'm 34 years old and I have really sensitive, semi-dry skin.  I have some hyperpigmentation from sun damage and monthly blemishes.  I have maybe had 2 facials in my life so my skin was not used to such a high concentration of salicylic acid, or any other kind of acid for that matter.  I have used the product about 4 times now.  The first time I used it I literally felt like the skin was burning off my face.  After the fourth use it's at the point where it still burns but it's not unbearable and I can last the whole 10 minutes.      Although the peel is painful it has definitely been worth it.  I was afraid I would have a lot of dry skin on my face which would show through my makeup since I have semi-dry skin already but it honestly wasn't that bad.  There were probably 3 small dry patches but you couldn't see them through my makeup and after the second day I used a dry washcloth and wiped the dry skin off.  My skin is very smooth now and the hyperpigmentation is almost gone.  Before I would never go out in public without makeup on because I felt like people could see my age in the condition of my skin but now I have no problem going out with a clean face.  I have used a number of products of all price ranges in the past to minimize the hyperpigmentation and nothing ever worked.  This is the first product I have ever used with success.      If you can't stand the pain and can only tolerate a minute or two the first couple times you use this product you will still see outstanding results.  Also, it says to use lotion after using the peel but I have been putting on toner and that has really been a more effective way of moisturizing my skin immediately after using the peel.    I gave this product 4 starts out of 5 due to the pain.  As far as effectiveness is concerned it deserves 5 stars but the stinging is really unpleasant.",12/4/2010,1853,4,4.0,1,1,0.0
580704943,R1JEO0ZVZC5SY2,25348836,580704943,1,13,N,False,14,Terrible shaving system,"I have been shaving with Braun products for 35 years, and have always been pleased, with the exception of the price for the replacement cutters/foils.<br />However, this particular product is awful, it does not shave close enough, and good luck finding replacement cutters locally.<br />Thankfully I saved my old Braun shaver, and as much as I tried to use this one (it was a gift) I eventually went back to my old one.",8/5/2010,419,5,3.0,1,0,-100.0
580757298,RORQJ993PZCO9,31673741,580757298,4,5,N,False,6,Buyer beware...,"While this product does do what it claims as far as brassiness goes, it turned out WAY darker than the medium brown on the box.  My hair was a light-medium reddish brown before and now it's dark brown!  Luckily, it was a pleasant surprise FOR ME.  Maybe not so much for the next gal...",7/2/2011,285,5,5.0,1,0,100.0
582752797,R18NK8BQ5LPMZZ,17023782,582752797,5,0,N,True,0,Five Stars,Perfect,8/31/2015,7,5,5.0,28,28,46.43
587290006,RK9TB08LK6PS8,50821591,587290006,4,2,N,False,2,Seems to do its job!,"I'm using this as recommended in conjunction with the Acquarella nail polish. It works as a clear polish, as well.    The best thing about it is that it does not trigger contact dermatitis or cause nail pitting like the drug store stuff, so I'm excited about that!",7/2/2011,264,5,5.0,1,0,100.0
588984621,R11M44YCV83JD8,24135129,588984621,2,8,N,True,14,Not sizes indicated,"The picture shows an 8 oz bottle and 5 oz toothpaste. At that size it'd be a good deal. What you actually receive is a 3.4 oz bottle and a teeny-tiny bottle of toothpaste. (lost it on vacation, so can't post actual size.) The actual product is good, but don't buy this version of it.",7/2/2011,283,5,4.0,1,1,0.0
588999286,R2UB31YAU4O9TO,35279206,588999286,5,13,N,True,16,Hot Tools bonnet dryer is compact & good brand. Remember the Dryer hose clicks into bonnet to stay hooked on.,"This is my third Hot Tools bonnet dryer in 25 years. I love it: highly recommend it. I, too had the bonnet constantly unhooking from the hose but realized after the second dryer that the bonnet has a notch inside the ring that clicks to keep the connected to the bonnet. The dryer does get very but with 4 heist settings I keep lower it after 10-15 minutes then every five.",8/24/2015,373,5,5.0,27,22,-25.93
589393916,RI5I9YNZVEKG5,21231146,589393916,5,3,N,False,4,"If you have a serious hair emergency, this is IT!","First of all, I must say that I am a huge Nexxus fan. I am aware of, and I have tried better products, but I owe Nexxus for making my dream of having silky long hair a reality. Being racially mixed have many advantages, but sometimes those combinations come out a bit wacky...to make the story short, my hair is silky soft, but very, very curly and the result is crazy breakage. It was very hard for me to grow my hair. Until my beautician started treating my hair with Therappe shampoo, Emergencee and Humectress. She would trim my ends every 6 weeks and in less than a year my hair had reached past my shoulders and a few months later it reached almost the middle of my back. This may not sound like much, but for someone who could never grow her hair longer than a short bob right under the ears this is HUGE. Emergencee makes your hair strong and supple and resistant to breakage, if you use it correctly and take care of your hair.",1/9/2012,936,5,5.0,1,0,100.0
589761344,RN8Y8HND8TS84,49636189,589761344,5,1,N,True,1,"Good, strong wax","I used this on my husband's back, and while yes, it hurt (HELLO, you're pulling the hair from the roots, of course it hurts!) it did a great job at getting all of the hair.  It didn't leave much of anything behind and I never had to redo any spots.  I did my husband's entire back and went through an entire thing of wax (although we had tons of strips leftover), just so you can judge how much you might need.  Oh, and it smells good, too!",8/5/2010,440,5,5.0,1,1,100.0
591023894,R27LTTRQJ3BV6F,6319058,591023894,4,0,N,True,0,Four Stars,Good product and quite!,7/27/2015,23,4,4.0,27,10,62.96
591505715,R8QF65CHLG8V3,17215380,591505715,5,0,N,True,1,Claiborne By Liz,Bought this for my brother for Christmas.  He really likes it.  It is now discontinued but he said that Curves is the same fragrance,2/26/2011,132,3,4.0,1,1,0.0
592774823,R5G4A0SHCB35F,12335089,592774823,5,2,N,True,2,A Must Have for Sensitive Teeth and no soft function on Brush,"When i had moved in with my gf, she had brought along one of those cheap Oral-B Vitality Electric Toothbrushes. She had purchased a three pack of the floss action heads, so i decided to use it to keep up with my teeth hygiene. Well my background is using the sensitive function on a more expensive Oral-B electric toothbrush. Well let me just say that that experience was well learned and a lesson that i learned that i needed a sensitive tooth brush head. The Oral-B only has an on and off function, so there is no calming down the motor in it. The floss action was just to hard on my teeth. I am a young guy, but i am just so blessed with sensitive teeth. So i decided to purchase this through amazon since this was the best price around. When i got it i went home after work and tried it out. Wow what a difference between this and the floss action, as well as just a manual toothbrush. I didnt get any pains at all from using it, and now several weeks in and still no side effects from using it. I can now truly appreciate the cleaning power of the toothbrush itself. I would totally recommend this to anyone who cannot afford one of the high end electric toothbrushes with a sensitive mode.",8/5/2010,1195,5,5.0,1,1,100.0
593915883,R1PEMP08D31OPZ,15822780,593915883,5,0,N,True,1,Girlfriend loves it,Very quiet. Bought this to replace my girlfriend's stupid loud blow dryer that woke me up every morning. This thing is much easier on the ears.,8/30/2015,143,5,5.0,139,129,56.12
598593674,R10EY8VVNJEA77,22421007,598593674,5,4,N,True,4,new favorite toothpaste,"I feel so silly ordering toothpaste from the internet, but none of my local stores stock this gel bottle version anymore! Our local pharmacy usually has the Cinnamon Rush in a tube, which is okay, but I really prefer the texture of this gel. And the multi-pack price is really generous (at least compared to what toothpaste sells for individually at retail).",5/6/2010,358,5,5.0,1,1,100.0
600361628,RTGK8M5H0DHJ5,52643790,600361628,5,8,N,True,8,Clean teeth and fresh breath!,"This is an outstanding product!  I was a bit hesitant to order it given some of the reviews, but when it was discounted on a Friday Sale, I figured I'd give it a shot. SO glad I did!<br /><br />To get the most out of the unit you have to read the manual. It clearly states that you should not leave water in the reservoir (why you would want to anyway is beyond me - why would anyone want to use stale water?). If you don't leave water in it, it won't leak out on your counter. Pretty simple equation there.<br /><br />I agree with several others that the tongue cleaning attachments are basically useless. They don't fit into the holder anyway, so just toss them out. Sure, try it, but I'll bet you'll find it to be basically useless compared with a true tongue cleaner (i.e., a scraper type device).<br /><br />The water reservoir could be a bit bigger - an additional 20% bigger would be nice. But, it's very easy to fill even when the unit is running (keep a glass of water handy and just pour it in when the water level is at the half-way point). Simple and easy, and the smaller reservoir does have the benefit of keeping the unit size nice and compact.<br /><br />Sound level is very low compared with past WaterPik units. No, it's not silent, but it is no more noise than you would get with any other electric appliance in the bathroom such as an electric toothbrush or a shaver.  In fact, it is less noise than my shaver.<br /><br />The auto-retractable hose is a very nice touch and keeps everything neat. Again, a couple inches longer would be nice, but there's the compact size trade-off again.<br /><br />In actual performance - wow!  You will never believe that your teeth could get this clean! Wonderful feeling. There is a wide range of power adjustments ranging from very gentle to ouch! I've found setting the dial to the 5/6 range gives a good cleaning without any discomfort.<br /><br />Good performance at a good price -- can't ask for more than that.",4/15/2007,1972,5,5.0,1,1,100.0
614083399,R1PCG4HG8GZJBE,2591476,614083399,5,0,N,True,0,Five Stars,"This item it's been working perfectly fine, I'm glad i ordered!!",8/28/2015,64,5,5.0,139,134,39.57
619941271,RSJM2TUS1RV7B,49609338,619941271,5,0,N,True,0,Five Stars,"Love this, keeps my curls nice and not frizzes out.",8/29/2015,51,5,5.0,43,42,11.63
620172607,R3ADBUWPB3LACV,44802228,620172607,5,12,N,True,13,It does what it says.,"This product has delivered higher results than I expected. This was my third purchase; I take the recommended six tablets per day; I'm in my fourth month of using this supplement and I plan to continue with it, indefinitely. Initially, there was a substantial weight loss - a little too much for me - but I've since regained what I needed. My fine hair seems no thicker - but - where there was a noticeable receding hairline, all the hair has regrown and that sure is wonderful. Complexion and fingernails show nice improvements, but the most remarkable for me is that I no longer need to wear supports for my ankles when I'm active. I suffered a degree of permanent damage to the tendons in both ankles many years ago, to the point that I had to be careful just getting out of bed in the morning. Now, I am pain free and enjoy wearing the shoes of my choice.  Overall, I credit this product with substantial improvement to the quality of my life and I would highly recommend giving it a try.",8/5/2010,992,5,5.0,1,1,100.0
625733939,R2YS4RSPW9YRQQ,51105291,625733939,5,1,N,True,1,Really gets remaining make-up/dirt off and skin feels smooth,None available.,4/15/2007,15,1,3.0,1,1,-100.0
627060282,R1ZK58T91AZMCX,30202225,627060282,4,10,N,True,11,Does a very good job,"I am a female and I bought this shaver for my bikini and genital area.  I personally think it does a better job on the genital area than on the bikini area.  It really makes a difference at what angles your hair grows, and if your hair is on the smoother side and grows very parallel to your skin (like it does on the areas that would show right around my bikini line), it's tough to get it all with this shaver.  It does a good job on the more coarse hair in more intimate areas, as those stand at more of a perpendicular angle (especially when they're short and stubbly after having been shaved a few days before).    You will have to pull gently at your skin and/or hold it in a kind of pinched way sometimes to make sure you get all of the hairs at an angle the shaver will reach, but none of that is painful and it does work.  You'll also have to go over each area more than once, so plan on devoting a few minutes to the process (more than that for your first time or two), because you won't be able to get it all super quickly with the multiple runs over areas and the need to stretch and pull your skin.  I haven't really had any experiences of it pinching or nicking my skin.  Do use some sort of baby powder, particularly in damper areas to make the skin dry and easy to run the shaver over.    I use a compressed air can, along with the little cleaning brush that comes with it, to clean it after each use.  I don't think the brush does a thorough job on its own.    Overall I'm quite happy with this product and would recommend it as a worthwhile purchase.  I have to use it pretty much every day to stay truly smooth, and there are a couple tiny areas that I tend to run a razor over (going in the same direction as the hair so it won't create razor burn) after using the shaver just because the hair in those places isn't at enough of an angle for the shaver to really reach.  You would definitely need to use a trimmer to get the hair to a short stubble before using this shaver; I opted for actually shaving everything with a razor first, and then using the shaver to shave the stubble once it started growing back a day or two later, and have continued doing that stubble maintenance ever since.    The battery life is also pretty good.  I've had the razor for about six months now and have changed the batteries only once so far, probably a couple of months in, while using it every few days.",8/5/2010,2410,4,4.0,1,1,0.0
630355634,R276U62HZSEGZ0,12390670,630355634,4,10,N,True,11,Great product! The only bad thing was that the ...,Great product ! The only bad thing was that the wheels didn't fit .,4/19/2015,67,4,4.0,29,27,24.14
633401385,R3TONZJLAE4ELT,48508412,633401385,4,1,N,True,1,Great but not included everything,"This product works great, tried many different hair removal techniques and this one being one of the best I found.  Only complaints I have for this item is that i only received the four larger discs and not any of the smaller discs.",2/26/2011,232,4,4.0,1,1,0.0
635386699,R2QL5CSBJV6128,31694644,635386699,2,0,N,True,1,Was advertised as red and came as salmon pink. ...,"Was advertised as red and came as salmon pink. Lasted roughly 2 years before the heating element went out. Also, fairly weak fan.",5/1/2015,129,5,4.0,45,41,6.67
636406130,R2K0G4UWHEVZ6H,22178219,636406130,2,7,N,True,12,decided against using this,I took this product to my doctor and he said the colon cleanse was the same as a laxative and the acai juice was just a placebo,5/7/2010,127,2,2.0,1,1,-100.0
638170893,R2QU6XZ9C0DPZU,29473708,638170893,2,0,N,True,0,:Not long lasting... dont buy the tester ones...,"I dont recommend you to buy these tester ones. Every tester I bought doesnt stay on me long, maybe half an hour, then I dont even feel the fragrance. Dont waste your money on TESTERs...",5/6/2010,185,2,2.0,1,1,-100.0
641554153,R2N08EJC5S1MP8,27584197,641554153,4,6,N,False,11,MAC Prep and Prime Lip,"[[VIDEOID:mo24GSVUDPBXXJ8]]Hello, this is Megan doing a review on this product for you.",7/2/2011,87,1,2.0,1,0,-100.0
645929461,R3A8WXARAF4G7C,27621576,645929461,5,4,N,False,4,~ Beautiful Texture~,I just recieved this unit today in the mail and it looks and feels so natural!...Most wigs and lacefronts have a very shiny and unreal look when you get them but this one looks exactly like relaxed African American hair! I ordered two in the color 1 but will def be ordering more in another color soon!...Ladies if you're thinking of getting this unit to use as a protective style or just to change up your look.... You def won't be disappointed..:),7/2/2011,449,5,5.0,1,0,100.0
646064329,R2AAGRSBFBOCPH,44479012,646064329,5,0,N,True,0,love it,"i was really impressed with the amount of rhinestones i got and the colors on the picture here, don't do it justice! they are so much brighter and gorgeous! love it and totally worth the money!!!",7/2/2011,195,5,5.0,1,1,100.0
646149518,R23628CKGV10AK,11170395,646149518,5,1,N,True,1,love it !! amazing !!,amazing dryer !! it makes my hair soft and easy dry. Even though the price is expensive but I really recommend this product to others ! i like pink color very pretty. very useful !!!!,8/11/2015,183,5,5.0,23,23,56.52
646645113,R3AZVFE6GSMWYV,28102181,646645113,5,0,N,True,0,J'adore Mustela,My boy does not like when I put any cream on his face. He does not mind Mustela Dermo-pediatrics stelaprotect. Skin is so smooth and smells lovely. I can only recommend it!,3/11/2010,172,5,5.0,1,1,100.0
646926938,R1DZKVY1CJF3QP,42278060,646926938,2,1,N,True,1,Great drier...........meh,Great product... Took me anywhere between 30-40 mins to blow dry my clients hair with my old blow drier.... With this new one its cut the time in half... It's has lots of power... Great deal... N it's super cute...   Update: 7-8?months later it only blows cold air. I wouldn't recommend this drier for the price they are selling it now. It's rubbish,8/30/2015,349,2,2.0,31,31,54.84
647055491,R1EP1091ZDEWEV,22696958,647055491,5,8,N,True,12,"Finally, a non-greasy moisturizer","I have been searching high and low for a moisturizer that won't leave me feeling like a greased up pig. I have tried several, including a myriad of non-greasy moisturizers. So far, nothing has worked as advertised. My dermatologist recommended this. Miraculously, this actually absorbs within minutes, and does not leave a greasy feeling at all. Of course, there is a trade-off. If you have very dry skin, you will have to use this 3-4 times a day to really be effective. Less, if your dryness isn't that bad. It has no smell, and won't aggravate acne. Really tho, the only thing I care about is how fast it absorbs. As long as I use it regularly, it keeps my skin nicely moisturized. I definitely recommend this to anyone who also needs a non-greasy moisturizer.",8/5/2010,763,5,5.0,1,1,100.0
